StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,attention_check,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,affiliation,affiliation_4_TEXT,strong_red,strong_blue,affiliation_none,importance_aff,gender,gender_3_TEXT,age,AI timer 1_First Click,AI timer 1_Last Click,AI timer 1_Page Submit,AI timer 1_Click Count,AI Q 1,AI timer 2_First Click,AI timer 2_Last Click,AI timer 2_Page Submit,AI timer 2_Click Count,AI Q2,AI timer 3_First Click,AI timer 3_Last Click,AI timer 3_Page Submit,AI timer 3_Click Count,"AI Q 3 ",AI timer 4 _First Click,AI timer 4 _Last Click,AI timer 4 _Page Submit,AI timer 4 _Click Count,"AI Q 4 ",AI timer 5 _First Click,AI timer 5 _Last Click,AI timer 5 _Page Submit,AI timer 5 _Click Count,"AI Q 5 ",familiarity,rid,Politician,MatrixResponses
2026-01-31 15:59:17,2026-01-31 16:01:30,IP Address,62.198.143.38,100,132,True,2026-01-31 16:01:30,R_8MTTb7HS2iKZ6WR,,,,,56.1567,10.2153,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Delvist enig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Blå blok,,,Stærkt tilknyttet,,Moderat vigtig,Kvinde,,28,0,0,6.008,0,,2.034,2.034,6.003,1,"Ver ikke ",1.212,3.958,6.01,3,Vês ik,0.988,4.467,6.01,4,Ved ikke,0.084,0.084,4.409,1,Ved ikke,Moderat bekendt,697e26ce-dc20-55dc-122b-199534fe28c4,Mette Frederiksen,"Hverken enig eller uenig, Delvist enig, Delvist Uenig"
2026-01-31 16:00:19,2026-01-31 16:01:37,IP Address,176.23.78.80,100,77,True,2026-01-31 16:01:38,R_8BLjRKSwU7kGuRP,,,,,55.7704,12.5038,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Rød blok,,Stærkt tilknyttet,,,Moderat vigtig,Kvinde,,30,1.348,3.064,6.116,3,100,0.995,4.716,5.841,4,Ingen ide,0.806,0.806,6.012,1,Aner ikke,0.813,0.813,4.088,1,3,1.065,1.499,4.563,2,3000,Lidt bekendt,697e270c-9bd1-87a4-f175-ec8305fd37cb,Troels Lund Poulsen,Hverken enig eller uenig
2026-01-31 15:59:26,2026-01-31 16:01:47,IP Address,217.61.218.247,100,141,True,2026-01-31 16:01:47,R_2NhUPGWL9TwtBsZ,,,,,55.7309,12.5715,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist enig,Delvist enig,Meget enig,Delvist enig,Meget enig,Delvist enig,Meget enig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Lidt vigtig,Kvinde,,58,1.261,2.125,6.006,3,"Ved ikke ",1.535,2.303,6.013,3,"Ved ikke ",1.72,4.855,6.008,3,V,3.028,3.06,6.016,2,,3.134,3.134,5.583,1,?,Moderat bekendt,697e26d8-e323-a0bc-3e90-61a7329d4ab5,Troels Lund Poulsen,"Delvist enig, Meget enig"
2026-01-31 15:58:42,2026-01-31 16:02:43,IP Address,85.83.84.96,100,241,True,2026-01-31 16:02:44,R_829eqKptRnuMhMf,,,,,57.0421,9.9145,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Delvist enig,Delvist Uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Moderat vigtig,Kvinde,,21,1.123,3.825,6.015,3,16,1.183,3.684,6.012,2,6,3.218,3.218,6.115,1,3,2.689,2.689,6.014,1,7,2.557,2.557,6.014,1,3000,Meget bekendt,697e26ab-3534-60bd-5358-824aec41a8e1,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig, Delvist Uenig"
2026-01-31 16:01:28,2026-01-31 16:03:39,IP Address,37.96.121.169,100,131,True,2026-01-31 16:03:39,R_2DFEvZU3ftJenzQ,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Andet,,,,Ingen af delene,Slet ikke vigtig,Mand,,38,4.399,4.399,6.107,1,100,3.127,3.127,6.01,1,12,0.242,0.242,6.109,1,"3,4",0,0,0.269,0,,2.866,2.866,6.019,1,40,Moderat bekendt,697e2752-cf83-6eaf-7947-008096172c5c,Mette Frederiksen,Meget uenig
2026-01-31 16:04:04,2026-01-31 16:06:31,IP Address,128.76.208.251,100,147,True,2026-01-31 16:06:32,R_8aQTBoPnuRBwk3L,,,,,55.4692,8.4496,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Meget enig,Delvist enig,Meget enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Lidt vigtig,Kvinde,,73,2.822,4.015,6.017,2,,1.062,1.695,6.012,2,,1.277,4.252,6.013,2,,3.736,3.736,6.11,1,0,3.273,3.273,6.106,1,3,Moderat bekendt,697e27ed-c378-2f25-e84b-c9e437559137,Troels Lund Poulsen,"Delvist enig, Meget enig"
2026-01-31 16:04:55,2026-01-31 16:06:38,IP Address,212.27.16.75,100,102,True,2026-01-31 16:06:38,R_8tfHXzBtWPqGWf4,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Rød blok,,Stærkt tilknyttet,,,Meget vigtig,Mand,,24,0.805,2.274,6.015,2,80,0.845,5.297,6.013,3,700,0.782,0.782,4.698,1,2000000,1.273,1.824,5.342,2,200000,0.775,2.826,6.014,3,40000,Ekstremt bekendt,697e2821-5c3b-5ab0-7c86-d741abd8b5d2,Mette Frederiksen,Meget uenig
2026-01-31 16:05:35,2026-01-31 16:10:06,IP Address,80.62.116.231,100,271,True,2026-01-31 16:10:06,R_2NytMyRAEoOAm1h,,,,,55.7123,12.0564,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Blå blok,,,Stærkt tilknyttet,,Meget vigtig,Kvinde,,34,2.061,2.061,6.011,1,10000,1.783,1.783,6.013,1,500000,1.474,1.474,6.004,1,10000000000,1.276,1.276,6.017,1,0,1.476,1.476,6.115,1,2000000,Meget bekendt,697e2848-9fc9-c788-a411-1c5c0a5457bf,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig"
2026-01-31 16:09:50,2026-01-31 16:14:26,IP Address,87.54.86.175,100,276,True,2026-01-31 16:14:26,R_2dDNZrVJgcMdJOK,,,,,56.2652,10.1502,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Delvist enig,Meget enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Rød blok,,Stærkt tilknyttet,,,Moderat vigtig,Mand,,50,4.016,4.016,6.022,1,1,3.008,3.008,6.011,1,500,3.788,3.788,6.019,1,78,3.553,3.553,6.012,1,68,4.566,4.566,6.009,1,76,Meget bekendt,697e2947-b3e5-6699-bfec-377383b6d073,Mette Frederiksen,"Meget enig, Delvist enig, Hverken enig eller uenig"
2026-01-31 16:15:08,2026-01-31 16:18:35,IP Address,83.94.216.144,100,206,True,2026-01-31 16:18:36,R_8evtkZtEJkaJtcZ,,,,,56.0882,10.0522,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist Uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Rød blok,,Stærkt tilknyttet,,,Moderat vigtig,Mand,,59,3.124,3.124,6.009,1,50,0,0,0.504,0,,2.729,2.729,6.012,1,5000,0,0,1.658,0,,2.778,2.778,6.008,1,1500,Moderat bekendt,697e2a7f-8a4e-8920-7144-70d384be23e5,Troels Lund Poulsen,"Delvist enig, Delvist Uenig"
2026-01-31 16:17:01,2026-01-31 16:19:48,IP Address,92.43.73.124,100,167,True,2026-01-31 16:19:49,R_8BtHaAFJcQzUdJl,,,,,57.4667,9.9818,anonymous,EN-GB,,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Ingen af delene,,,,Tættest på rød blok,Lidt vigtig,Mand,,53,2.581,2.581,6.011,1,,3.592,3.592,6.015,1,,0,0,6.027,0,,4.274,4.274,6.008,1,0,3.689,3.689,6.012,1,1000,Lidt bekendt,697e2af7-8474-b05b-93ac-3b0cdc82e708,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist Uenig"
2026-01-31 16:17:38,2026-01-31 16:19:55,IP Address,37.96.86.186,100,137,True,2026-01-31 16:19:56,R_2JnjeICQ67oa9dG,,,,,55.7056,12.5683,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Meget uenig,Hverken enig eller uenig,Blå blok,,,Stærkt tilknyttet,,Meget vigtig,Mand,,41,1.106,1.106,6.013,1,60000,1.508,1.508,5.34,1,10000,1.106,5.738,6.015,2,65000000,1.061,5.628,6.012,2,10000,1.784,4.784,5.997,2,1000,Meget bekendt,697e2b1b-cd25-7ac8-3908-89418b57ef34,Mette Frederiksen,"Delvist Uenig, Delvist enig, Meget uenig, Hverken enig eller uenig"
2026-01-31 16:16:14,2026-01-31 16:20:06,IP Address,87.55.142.98,100,232,True,2026-01-31 16:20:07,R_2xsQtStjier7Mtj,,,,,55.8572,9.8606,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Blå blok,,,Stærkt tilknyttet,,Meget vigtig,Mand,,36,3.657,3.657,6.006,1,5,2.519,2.519,6.01,1,1000,3.635,3.635,6.009,1,10,0.176,3.882,6.014,3,9,3.597,3.597,6.01,1,200,Meget bekendt,697e2ac8-befb-2f41-3101-a27ae178f640,Troels Lund Poulsen,"Delvist enig, Hverken enig eller uenig"
2026-01-31 16:18:14,2026-01-31 16:20:37,IP Address,87.53.140.203,100,142,True,2026-01-31 16:20:37,R_2Gle4RViE75US2n,,,,,56.1728,9.5476,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Ingen af delene,,,,Tættest på blå blok,Meget vigtig,Kvinde,,57,2.349,2.349,6.134,1,6,5.467,5.467,6.118,1,,0,0,6.111,0,,0.148,0.148,6.109,1,350o,2.579,2.579,6.115,1,200000,Moderat bekendt,697e2b41-b936-4ef8-0611-ff3b4951650f,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist Uenig, Delvist enig"
2026-01-31 16:20:15,2026-01-31 16:21:51,IP Address,87.104.93.49,100,96,True,2026-01-31 16:21:51,R_26aoL8barVlI77P,,,,,55.962,10.1775,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Meget uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Slet ikke vigtig,Mand,,55,0,0,7.85,0,,0,0,7.475,0,,0,0,7.238,0,,5.005,5.005,6.109,1,5,1.596,1.596,6.017,1,500000,Meget bekendt,697e2bb7-d977-314e-bacd-bc66c75b45f2,Troels Lund Poulsen,"Hverken enig eller uenig, Meget uenig"
2026-01-31 16:23:00,2026-01-31 16:24:57,IP Address,62.198.53.57,100,116,True,2026-01-31 16:24:57,R_81pIjeOex24eIqB,,,,,55.6686,12.3469,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Slet ikke vigtig,Kvinde,,27,2.64,2.64,5.45,1,30,1.019,1.519,4.995,3,80,2.617,2.617,5.826,1,10000,2.21,2.21,4.001,1,0,2.472,2.472,5.749,1,300000,Meget bekendt,697e2c5f-208a-61a0-5f16-006f667b1451,Mette Frederiksen,Meget uenig
2026-01-31 16:34:42,2026-01-31 16:36:13,IP Address,77.241.128.105,100,90,True,2026-01-31 16:36:13,R_2qQ9j6Q8ABKyULv,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Meget uenig,Delvist enig,Hverken enig eller uenig,Meget uenig,Blå blok,,,Stærkt tilknyttet,,Ekstremt vigtig,Mand,,18,0.794,0.794,4.3,1,200,0.705,0.705,3.455,1,9000,0.741,0.741,3.986,1,70000,0.752,0.752,2.801,1,0,1.091,1.091,4.948,1,15000,Ekstremt bekendt,697e2f1a-990d-efc7-b1db-4332c7e26042,Troels Lund Poulsen,"Delvist Uenig, Meget uenig, Hverken enig eller uenig, Delvist enig"
2026-01-31 16:32:24,2026-01-31 16:36:30,IP Address,212.10.96.209,100,245,True,2026-01-31 16:36:30,R_8b5BVWXABZpmNKF,,,,,56.0322,12.5828,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist Uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Delvist Uenig,Meget uenig,Meget uenig,Blå blok,,,Stærkt tilknyttet,,Ekstremt vigtig,Mand,,50,2.067,2.067,6.12,1,,1.25,1.25,6.015,1,50,2.666,2.666,5.866,1,3,2.192,2.192,6.118,1,20,3.087,3.087,6.01,1,500,,697e2e93-9d38-6305-df27-f3dca0098317,Mette Frederiksen,"Meget uenig, Delvist Uenig"
2026-01-31 16:35:42,2026-01-31 16:37:00,IP Address,80.208.71.143,100,78,True,2026-01-31 16:37:02,R_8HkN5VcMTdmVdBV,,,,,55.609,11.7295,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Moderat vigtig,Mand,,18,1.861,1.861,4.657,1,200000,0.763,0.763,3.298,1,2000,1.681,1.681,5.536,1,6000000,2.231,2.231,5.12,1,100000,1.997,1.997,4.189,1,1000,Lidt bekendt,697e2f58-8425-d2c3-7e91-d39cccc08aa6,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist Uenig, Delvist enig"
2026-01-31 16:36:56,2026-01-31 16:39:04,IP Address,93.161.6.235,100,127,True,2026-01-31 16:39:04,R_8rYKSqZvZNdfJCq,,,,,55.6514,12.2926,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist Uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Moderat vigtig,Kvinde,,20,1.475,3.574,6.014,3,7,1.533,5.639,6.015,4,Ved ikke,1.146,2.263,6.014,2,Ved ikke??,2.474,2.474,5.347,1,Ingen,2.663,2.663,6.022,1,Ehh,Moderat bekendt,697e2fa2-6027-d0a0-c401-f09d68e82775,Mette Frederiksen,"Delvist Uenig, Hverken enig eller uenig, Delvist enig"
2026-01-31 16:37:30,2026-01-31 16:39:15,IP Address,77.33.128.26,100,104,True,2026-01-31 16:39:15,R_8fdnUjrSLRla8Tt,,,,,55.3706,11.2567,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Lidt vigtig,Kvinde,,22,2.771,4.212,6.011,2,,1.394,2.321,4.631,3,10,2.204,2.204,5.501,1,10000,1.03,2.415,6.11,3,,1.359,2.794,6.107,3,2000,Lidt bekendt,697e2fc4-5d75-370b-4648-ae0f957f5957,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist enig"
2026-01-31 16:37:56,2026-01-31 16:39:49,IP Address,87.49.43.137,100,112,True,2026-01-31 16:39:49,R_8H1xXZ8ZD5R2PQg,,,,,55.7123,12.0564,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Moderat vigtig,Mand,,34,5.769,5.769,6.011,1,,0.975,0.975,6.019,1,30,0.342,1.237,5.632,2,200000,0.827,0.827,5.9,1,58,1.089,1.089,6.014,1,200,Moderat bekendt,697e2fdd-ea24-1dda-c7db-acb688bda2c0,Troels Lund Poulsen,"Delvist enig, Hverken enig eller uenig"
2026-01-31 16:39:50,2026-01-31 16:42:16,IP Address,188.177.239.102,100,145,True,2026-01-31 16:42:16,R_2VmwT6JEsuUmXn8,,,,,56.3568,8.6142,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Delvist enig,Meget enig,Meget enig,Rød blok,,Stærkt tilknyttet,,,Meget vigtig,Mand,,57,5.041,5.041,6.113,1,,3.254,4.12,6.017,2,,0,0,6.015,0,,5.871,5.871,6.009,1,,3.802,3.802,6.013,1,,Meget bekendt,697e304e-7ae5-4759-b3d0-f6c0581f644e,Mette Frederiksen,"Meget enig, Delvist enig"
2026-01-31 16:42:30,2026-01-31 16:44:14,IP Address,212.98.112.106,100,104,True,2026-01-31 16:44:14,R_2F6etQL48wS3IiZ,,,,,56.9303,9.2656,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Andet,midten,,,Tættest på blå blok,Moderat vigtig,Mand,,18,2.227,2.227,6.007,1,,1.343,1.343,6.007,1,110000,1.178,1.178,6.007,1,39 milli,5.87,5.87,6.006,1,,1.285,1.768,5.414,2,50000,Moderat bekendt,697e30ef-692b-a131-87bc-e4a66ae603e1,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist enig"
2026-01-31 16:42:25,2026-01-31 16:46:07,IP Address,87.63.88.137,100,222,True,2026-01-31 16:46:08,R_8YEBjSrms4jne57,,,,,55.6482,12.6014,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist Uenig,Meget uenig,Delvist Uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Moderat vigtig,Mand,,75,4.185,4.185,6.007,1,2000,3.348,3.348,6.01,1,5,2.88,2.88,6.01,1,,3.845,3.845,6.009,1,0,3.264,3.264,6.009,1,3mio,Meget bekendt,697e30ec-6c81-fa36-d25e-7002a6365356,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist enig, Delvist Uenig, Meget uenig"
2026-01-31 16:44:31,2026-01-31 16:48:44,IP Address,2.110.128.71,100,253,True,2026-01-31 16:48:45,R_8vQeZdqVUdK1eQ9,,,,,55.4589,12.18,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Ingen af delene,,,,Ingen af delene,Moderat vigtig,Kvinde,,50,2.611,2.611,6.023,1,Ved,2.895,2.895,6.011,1,"Ved ",3.825,3.825,6.117,1,,2.291,2.291,6.069,1,"Ved ikke ",2.216,2.216,5.703,1,"Ved ikke ",Meget bekendt,697e3166-17cb-422b-990f-daf3e1fd2aef,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig, Delvist Uenig"
2026-01-31 16:50:34,2026-01-31 16:53:18,IP Address,176.22.169.97,100,164,True,2026-01-31 16:53:19,R_2zQrzdrQT6ucKhX,,,,,55.8797,12.5007,anonymous,EN-GB,0.8999999761581421,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Blå blok,,,Stærkt tilknyttet,,Meget vigtig,Kvinde,,43,0,0,6.111,0,,0.192,5.29,6.008,2,,2.302,5.746,6.113,3,,5.911,5.911,6.109,1,,0,0,2.103,0,,Ekstremt bekendt,697e32d4-11ad-15fa-665d-de96e5a75604,Mette Frederiksen,Meget uenig
2026-01-31 16:49:34,2026-01-31 16:53:47,IP Address,2.108.81.178,100,253,True,2026-01-31 16:53:48,R_89cUKYgBCQNTZ10,,,,,56.1951,10.232,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Lidt vigtig,Kvinde,,45,4.95,4.95,6.015,1,,3.184,3.184,6.011,1,,1.981,2.515,6.013,2,1,1.342,4.72,6.011,3,,2.848,2.848,6.112,1,200000,Moderat bekendt,697e3298-a9c6-50db-0ba3-57c1e8a3ef75,Mette Frederiksen,"Delvist enig, Meget enig"
2026-01-31 17:01:00,2026-01-31 17:04:20,IP Address,77.241.128.129,100,200,True,2026-01-31 17:04:21,R_8kGAALC6h1qEzDj,,,,,55.674,12.5696,anonymous,EN-GB,0.8999999761581421,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Ingen af delene,,,,Tættest på rød blok,Moderat vigtig,Mand,,71,3.719,3.719,6.009,1,,4.864,4.864,6.017,1,1,2.402,2.402,6.012,1,1000,5.438,5.438,6.117,1,,4.168,4.168,6.008,1,,Lidt bekendt,697e3546-8051-1fcf-21eb-9cfc09d255a4,Troels Lund Poulsen,"Delvist enig, Hverken enig eller uenig"
2026-01-31 17:09:33,2026-01-31 17:12:50,IP Address,178.249.55.4,100,196,True,2026-01-31 17:12:50,R_2en8jn2IvSMb287,,,,,55.6824,12.4923,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Hverken enig eller uenig,Meget enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Lidt vigtig,Mand,,55,2.675,2.675,6.105,1,1000000,2.348,2.348,6.114,1,50000,0,0,6.009,0,,0,0,6.007,0,,2.803,2.803,6.012,1,5000,Moderat bekendt,697e3748-2f1f-2e5f-8cba-3aecf3061847,Mette Frederiksen,"Delvist enig, Meget enig, Hverken enig eller uenig"
2026-01-31 17:12:19,2026-01-31 17:14:13,IP Address,82.134.144.228,100,114,True,2026-01-31 17:14:14,R_8bIcqm8AuxyHbdk,,,,,55.3982,10.4014,anonymous,EN-GB,0.699999988079071,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Meget enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Blå blok,,,Stærkt tilknyttet,,Slet ikke vigtig,Kvinde,,44,2.773,5.908,6.007,2,,0.897,1.258,6.008,2,4,1.934,2.424,6.012,2,65 mill,3.738,4.531,6.012,2,,3.216,3.558,6.006,2,10,Meget bekendt,697e37ed-8577-7b90-43a5-b553dd9211bc,Troels Lund Poulsen,"Delvist enig, Hverken enig eller uenig, Meget enig"
2026-01-31 17:24:26,2026-01-31 17:26:46,IP Address,188.176.24.177,100,140,True,2026-01-31 17:26:46,R_8PLHAYLcODnlGwW,,,,,56.3568,8.6142,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist Uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Hverken enig eller uenig,Meget uenig,Meget uenig,Ingen af delene,,,,Tættest på blå blok,Slet ikke vigtig,Mand,,55,3.645,3.645,6.119,1,334556,0.253,2.269,5.624,2,4506,1.826,1.826,6.025,1,65 mio,3.313,3.313,6.124,1,Å,2.289,2.289,6.017,1,2300000,Moderat bekendt,697e3ac4-4fb1-10c2-9483-72b02f2a1830,Troels Lund Poulsen,"Meget uenig, Hverken enig eller uenig, Delvist Uenig"
2026-01-31 17:30:20,2026-01-31 17:33:09,IP Address,80.210.68.38,100,169,True,2026-01-31 17:33:10,R_2ZnqWv7ixcczVSN,,,,,55.2539,10.6707,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Slet ikke vigtig,Kvinde,,48,2.879,2.879,6.013,1,80000,2.167,2.167,6.118,1,50000,2.082,2.082,6.106,1,200000,3.49,3.49,6.01,1,9000,3.31,3.31,6.004,1,5000,Lidt bekendt,697e3c27-11d5-3807-31f7-030a7fa81177,Troels Lund Poulsen,"Delvist enig, Hverken enig eller uenig, Delvist Uenig"
